Name	Artist	Playlist Genre	Year	Popularity
The Motto	Drake	Rap	2011	73.0
No Church In The Wild	JAY-Z	Rap	2011	70.0
Donald Trump	Mac Miller	Rap	2011	68.0
Lotus Flower Bomb (feat. Miguel)	Wale	Rap	2011	67.0
Ima Boss (feat. Rick Ross)	Meek Mill	Rap	2011	65.0
No Sleep	Wiz Khalifa	Rap	2011	65.0
Get Low featuring Ying Yang Twins	Lil Jon & The East Side Boyz	Rap	2011	64.0
On My Level (feat. Too $hort)	Wiz Khalifa	Rap	2011	64.0
Trouble On My Mind	Pusha T	Rap	2011	64.0
Best I Ever Had	Drake	Rap	2010	72.0
No Hands (feat. Roscoe Dash & Wale)	Waka Flocka Flame	Rap	2010	69.33333333333333
Memories (feat. Kid Cudi)	David Guetta	Rap	2010	66.0
Hard in Da Paint	Waka Flocka Flame	Rap	2010	65.0
My Chick Bad	Ludacris	Rap	2010	65.0
Grove St. Party (feat. Kebo Gotti)	Waka Flocka Flame	Rap	2010	63.0
Over	Drake	Rap	2010	63.0
All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross	DJ Khaled	Rap	2010	62.0
I Got 5 On It	Luniz	Rap	2010	60.0
Smile	Scarface	Rap	2010	60.0
Low (feat. T-Pain)	Flo Rida	Rap	2008	79.0
Whatever You Like	T.I.	Rap	2008	74.0
Indestructible	Disturbed	Rap	2008	70.0
Mrs. Officer	Lil Wayne	Rap	2008	69.0
It Was A Good Day	Ice Cube	Rap	2008	60.0
A Milli	Lil Wayne	Rap	2008	59.5
Lollipop	Lil Wayne	Rap	2008	58.5
Wreckonize - Remix Vocal	Smif-N-Wessun	Rap	2008	58.0
Let The Beat Build	Lil Wayne	Rap	2008	56.0
Independent (feat. Lil' Boosie and Lil' Phat)	Webbie	Rap	2008	55.0
Life Is Good (feat. Drake)	Future	Rap	2020	93.0
Sum 2 Prove	Lil Baby	Rap	2020	81.0
Good News	Mac Miller	Rap	2020	80.0
20/20	Lil Tjay	Rap	2020	79.0
Godzilla (feat. Juice WRLD)	Eminem	Rap	2020	79.0
La Playa - Remix	Myke Towers	Rap	2020	79.0
Diamonds (with Normani)	Megan Thee Stallion	Rap	2020	77.0
6AM.........	Dardan	Rap	2020	76.0
Ich hol dich ab	Jamule	Rap	2020	76.0
Darkness	Eminem	Rap	2020	75.0
Buy U a Drank (Shawty Snappin')	T-Pain	Rap	2007	76.0
Changes	2Pac	Rap	2007	72.0
The Way I Are	Timbaland	Rap	2007	72.0
Real Muthaphuckkin' G's	Eazy-E	Rap	2007	69.0
Hypnotize - 2007 Remaster	The Notorious B.I.G.	Rap	2007	68.0
Hypnotized (feat. Akon)	Plies	Rap	2007	65.0
Superstar	Lupe Fiasco	Rap	2007	65.0
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster	The Notorious B.I.G.	Rap	2007	63.0
Juicy - 2007 Remaster	The Notorious B.I.G.	Rap	2007	62.0
Harder Than You Think	Public Enemy	Rap	2007	61.0
Hard Knock Life (Ghetto Anthem)	JAY-Z	Rap	1998	66.0
Back That Azz Up	Juvenile	Rap	1998	65.0
Hit 'Em Up - Single Version	2Pac	Rap	1998	65.0
Rosa Parks	OutKast	Rap	1998	63.0
Wanna Be A Baller	Lil' Troy	Rap	1998	63.0
SpottieOttieDopaliscious	OutKast	Rap	1998	60.0
Can I Get A...	JAY-Z	Rap	1998	58.0
Aquemini	OutKast	Rap	1998	56.0
To Live & Die In L.A.	2Pac	Rap	1998	53.0
We Can Freak It	Kurupt	Rap	1998	53.0
Ambitionz Az A Ridah	2Pac	Rap	1996	77.0
All Eyez On Me	2Pac	Rap	1996	75.0
If I Ruled the World (Imagine That) (feat. Lauryn Hill)	Nas	Rap	1996	68.0
Only God Can Judge Me	2Pac	Rap	1996	68.0
ATLiens	OutKast	Rap	1996	67.0
Hail Mary	Makaveli	Rap	1996	67.0
Hell on Earth (Front Lines)	Mobb Deep	Rap	1996	66.0
How Do You Want It	2Pac	Rap	1996	66.0
All About U	2Pac	Rap	1996	65.0
Can't C Me	2Pac	Rap	1996	65.0
Sleep Now In the Fire	Rage Against The Machine	Rap	1999	66.0
Got Your Money (feat. Kelis)	Ol' Dirty Bastard	Rap	1999	65.0
Still Not a Player (feat. Joe) - Radio Version	Big Pun	Rap	1999	65.0
Twinz (Deep Cover 98) (feat. Fat Joe)	Big Pun	Rap	1999	65.0
When I B On Tha Mic	Rakim	Rap	1999	64.0
Hate Me Now (feat. Puff Daddy)	Nas	Rap	1999	62.0
Quiet Storm	Mobb Deep	Rap	1999	62.0
Bitch Please	Snoop Dogg	Rap	1999	61.0
Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster	The Notorious B.I.G.	Rap	1999	56.0
You Ain't a Killer	Big Pun	Rap	1999	55.0
Steady Mobbin	Young Money	Rap	2009	65.0
Party and Bullshit - 2008 Remaster	The Notorious B.I.G.	Rap	2009	60.0
Ice Cream Paint Job	Dorrough Music	Rap	2009	56.0
Money To Blow - Street Version	Birdman	Rap	2009	56.0
Some Cut (feat. Cutty)	Trillville	Rap	2009	56.0
No Problem	Lil Scrappy	Rap	2009	54.0
Still Not a Player (feat. Joe)	Big Pun	Rap	2009	52.0
Thug	Slim Thug	Rap	2009	52.0
Wasted (feat. Plies)	Gucci Mane	Rap	2009	52.0
Halle Berry (She's Fine)	Hurricane Chris	Rap	2009	48.0
Are You Gonna Go My Way	Lenny Kravitz	Rap	1993	72.0
C.R.E.A.M.	Wu-Tang Clan	Rap	1993	72.0
Gin And Juice (feat. Dat Nigga Daz)	Snoop Dogg	Rap	1993	72.0
Insane in the Brain	Cypress Hill	Rap	1993	70.0
Who Am I (What's My Name)?	Snoop Dogg	Rap	1993	70.0
93 'Til Infinity	Souls Of Mischief	Rap	1993	68.0
Protect Ya Neck	Wu-Tang Clan	Rap	1993	66.0
Wu-Tang Clan Aint Nuthing ta F' Wit	Wu-Tang Clan	Rap	1993	66.0
Hip Hop Hooray	Naughty By Nature	Rap	1993	64.0
Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)	Snoop Dogg	Rap	1993	63.0
Gangsta's Paradise	Coolio	Rap	1995	80.0
I Got 5 On It	Luniz	Rap	1995	73.0
Shook Ones, Pt. II	Mobb Deep	Rap	1995	73.0
Survival of the Fittest	Mobb Deep	Rap	1995	68.0
Tha Crossroads	Bone Thugs-N-Harmony	Rap	1995	67.0
Shimmy Shimmy Ya	Ol' Dirty Bastard	Rap	1995	65.0
1st of Tha Month	Bone Thugs-N-Harmony	Rap	1995	64.0
Shadowboxin'	GZA	Rap	1995	64.0
Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)	Raekwon	Rap	1995	63.0
Runnin'	The Pharcyde	Rap	1995	63.0
Mind Playing Tricks on Me	Geto Boys	Rap	1991	65.0
Outshined	Soundgarden	Rap	1991	63.0
Alwayz Into Somethin'	N.W.A.	Rap	1991	61.0
How I Could Just Kill a Man	Cypress Hill	Rap	1991	59.0
Now That We Found Love	Heavy D & The Boyz	Rap	1991	57.0
Tonite	DJ Quik	Rap	1991	53.0
Sometimes I Rhyme Slow	Nice & Smooth	Rap	1991	51.0
Hand On the Pump	Cypress Hill	Rap	1991	49.0
Ain't No Future In Yo' Frontin'	MC Breed	Rap	1991	48.0
I Don't Give A Fuck	2Pac	Rap	1991	46.0
The Real Slim Shady	Eminem	Rap	2000	80.0
Ms. Jackson	OutKast	Rap	2000	77.0
Stan	Eminem	Rap	2000	74.0
So Fresh, So Clean	OutKast	Rap	2000	66.0
Put It On Me	Ja Rule	Rap	2000	64.0
What's Your Fantasy (Featuring Shawna)	Ludacris	Rap	2000	63.0
Hip Hop	Dead Prez	Rap	2000	62.0
B.O.B.	OutKast	Rap	2000	61.0
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat)	Three 6 Mafia	Rap	2000	57.0
Get Your Walk On	Xzibit	Rap	2000	52.0
Juicy - 2005 Remaster	The Notorious B.I.G.	Rap	1994	76.0
Big Poppa - 2005 Remaster	The Notorious B.I.G.	Rap	1994	74.0
Sabotage	Beastie Boys	Rap	1994	71.0
Check Yo Self - Remix	Ice Cube	Rap	1994	69.0
Who Shot Ya? - 2005 Remaster	The Notorious B.I.G.	Rap	1994	68.0
N.Y. State of Mind	Nas	Rap	1994	66.0
Gimme the Loot - 2005 Remaster	The Notorious B.I.G.	Rap	1994	64.0
Suicidal Thoughts - 2005 Remaster	The Notorious B.I.G.	Rap	1994	64.0
This D.J.	Warren G	Rap	1994	64.0
A Girl Like You	Edwyn Collins	Rap	1994	63.0
Jump Around	House Of Pain	Rap	1992	74.0
Passin' Me By	The Pharcyde	Rap	1992	67.0
Jump	Kris Kross	Rap	1992	66.0
Tonight's Da Night	Redman	Rap	1992	62.0
Damn It Feels Good to Be a Gangsta	Geto Boys	Rap	1992	60.0
They Reminisce Over You (T.R.O.Y.)	Pete Rock & C.L. Smooth	Rap	1992	60.0
They Want EFX	Das EFX	Rap	1992	55.0
Green Machine	Kyuss	Rap	1992	54.0
Back To The Hotel	N2DEEP	Rap	1992	53.0
Don't Sweat The Technique	Eric B. & Rakim	Rap	1992	53.0
Hypnotize - 2014 Remaster	The Notorious B.I.G.	Rap	1997	75.0
Song 2 - 2012 Remaster	Blur	Rap	1997	74.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster	The Notorious B.I.G.	Rap	1997	72.0
Do For Love	2Pac	Rap	1997	70.0
Notorious Thugs - 2014 Remaster	The Notorious B.I.G.	Rap	1997	66.0
Feel so Good	Mase	Rap	1997	64.0
Comprendes, Mendes?	Control Machete	Rap	1997	60.0
Blue on Black	Kenny Wayne Shepherd	Rap	1997	59.0
Can't Nobody Hold Me Down (feat. Mase)	Diddy	Rap	1997	59.0
Been Around the World (feat. The Notorious B.I.G. & Mase)	Diddy	Rap	1997	58.0
What's Luv? (feat. Ja-Rule & Ashanti)	Fat Joe	Rap	2001	72.0
Let Me Blow Ya Mind	Eve	Rap	2001	71.0
I Got Love	Nate Dogg	Rap	2001	60.0
You Know How We Do It	Ice Cube	Rap	2001	60.0
Area Codes	Ludacris	Rap	2001	59.0
Rollout (My Business)	Ludacris	Rap	2001	58.0
I'm a Thug	Trick Daddy	Rap	2001	56.0
One Minute Man (feat. Ludacris)	Missy Elliott	Rap	2001	56.0
Hello	Ice Cube	Rap	2001	55.0
Worst Comes To Worst - Edited	Dilated Peoples	Rap	2001	55.0
My Love (feat. T.I.)	Justin Timberlake	Rap	2006	70.0
Snap Yo Fingers	Youngbloodz	Rap	2006	68.0
I Wanna Love You	Akon	Rap	2006	66.0
Joker And The Thief	Wolfmother	Rap	2006	66.0
Why We Thugs	Ice Cube	Rap	2006	62.0
U and Dat (feat. T. Pain & Kandi Girl)	E-40	Rap	2006	61.0
Lean Wit It, Rock Wit It	Dem Franchize Boyz	Rap	2006	60.0
Set It Off	Boosie Badazz	Rap	2006	60.0
Push It	Rick Ross	Rap	2006	59.0
Stuntin' Like My Daddy - Street	Birdman	Rap	2006	59.0
Dilemma	Nelly	Rap	2002	77.0
Cry Me a River	Justin Timberlake	Rap	2002	74.0
Get Busy	Sean Paul	Rap	2002	71.0
Get Low	Ying Yang Twins	Rap	2002	71.0
Hot In Herre	Nelly	Rap	2002	71.0
Work It	Missy Elliott	Rap	2002	70.0
I Know What You Want (feat. Flipmode Squad)	Busta Rhymes	Rap	2002	66.0
Air Force Ones	Nelly	Rap	2002	61.0
It's Like That	Run–D.M.C.	Rap	2002	61.0
Good Times	Styles P	Rap	2002	60.0
Suga Suga	Baby Bash	Rap	2003	72.0
Roses	OutKast	Rap	2003	71.0
P.I.M.P.	50 Cent	Rap	2003	69.5
21 Questions	50 Cent	Rap	2003	69.0
Right Thurr	Chingy	Rap	2003	67.0
Gangsta Nation	Westside Connection	Rap	2003	66.0
Many Men (Wish Death)	50 Cent	Rap	2003	65.0
Where The Hood At	DMX	Rap	2003	63.5
Patiently Waiting	50 Cent	Rap	2003	62.5
99 Problems	JAY-Z	Rap	2003	60.0
Ridin'	Chamillionaire	Rap	2005	69.0
Laffy Taffy	D4L	Rap	2005	68.0
I'm Sprung	T-Pain	Rap	2005	67.0
Big City Life	Mattafix	Rap	2005	65.0
Beautiful	Snoop Dogg	Rap	2005	64.0
Soul Survivor	Jeezy	Rap	2005	64.0
Still Tippin' (feat. Slim Thug & Paul Wall)	Mike Jones	Rap	2005	62.0
Stay Fly - Explicit Album Version	Three 6 Mafia	Rap	2005	60.0
Sweet Soul Music	Arthur Conley	Rap	2005	60.0
Sittin' Sidewayz (feat. Big Pokey)	Paul Wall	Rap	2005	59.0
Can I Kick It?	A Tribe Called Quest	Rap	1990	69.0
Fight The Power	Public Enemy	Rap	1990	56.0
The Ghetto	Too $hort	Rap	1990	55.0
La Raza	Kid Frost	Rap	1990	51.0
The Nigga Ya Love To Hate	Ice Cube	Rap	1990	51.0
Late Night Hype	Compton's Most Wanted	Rap	1990	49.0
Knockin' Boots	Candyman	Rap	1990	43.0
Freaks of the Industry	Digital Underground	Rap	1990	42.0
Murder Rap	Above The Law	Rap	1990	31.0
Feel The Bass Again	DJ Magic Mike	Rap	1990	26.0
Yeah! (feat. Lil Jon & Ludacris)	Usher	Rap	2004	79.0
Through The Wire	Kanye West	Rap	2004	69.0
Ghetto Gospel	2Pac	Rap	2004	68.0
I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)	Diddy	Rap	2004	67.0
Let's Go (feat. Big D & Twista)	Trick Daddy	Rap	2004	65.0
Overnight Celebrity	Twista	Rap	2004	64.0
Freek-A-Leek	Petey Pablo	Rap	2004	63.0
Tipsy - Club Mix	J-Kwon	Rap	2004	62.0
Tipsy - Radio Mix	J-Kwon	Rap	2004	62.0
Gravel Pit	Wu-Tang Clan	Rap	2004	60.0
No More ?'s	Eazy-E	Rap	1988	64.0
Eazy-Duz-It	Eazy-E	Rap	1988	56.0
My Prerogative	Bobby Brown	Rap	1988	56.0
Don't Believe The Hype	Public Enemy	Rap	1988	52.0
Dopeman - Remix	N.W.A.	Rap	1988	50.0
Eazy-er Said Than Dunn	Eazy-E	Rap	1988	50.0
Posse On Broadway	Sir Mix-A-Lot	Rap	1988	50.0
Straight Outta Compton	N.W.A.	Rap	1988	49.0
Microphone Fiend	Eric B. & Rakim	Rap	1988	47.0
Supersonic	J.J. Fad	Rap	1988	47.0
Sucker M.C.'s (Krush-Groove 1)	Run–D.M.C.	Rap	1984	43.0
Beat It - Single Version	Michael Jackson	Rap	1982	77.0
The Message (feat. Melle Mel & Duke Bootee)	Grandmaster Flash & The Furious Five	Rap	1982	48.0
I Believe In You (You Believe In Me)	Johnnie Taylor	Rap	1973	38.0
Down Home Blues	Z.Z. Hill	Rap	1981	37.0
Cheating In The Next Room	Z.Z. Hill	Rap	1981	35.0
Sweet Home Alabama	Lynyrd Skynyrd	Rap	1974	81.0
Woman To Woman	Shirley Brown	Rap	1974	48.0
Layla - 40th Anniversary Version / 2010 Remastered	Derek & The Dominos	Rap	1970	21.0
Midnight Rider	The Allman Brothers Band	Rap	1970	3.0
Running Out Of Lies	Johnnie Taylor	Rap	1976	36.0
Boyz-N-The-Hood	Eazy-E	Rap	1987	64.0
Paid In Full	Eric B. & Rakim	Rap	1987	51.0
I Ain't No Joke	Eric B. & Rakim	Rap	1987	48.0
I'm Bad	LL Cool J	Rap	1987	47.0
Ghetto Man	Marvin Sease	Rap	1987	34.0
Mr. Big Stuff - Remix	Heavy D & The Boyz	Rap	1987	28.0
Old Time Rock & Roll	Bob Seger	Rap	1978	72.0
Can I Change My Mind	Tyrone Davis	Rap	1969	38.0
Walk This Way (feat. Aerosmith)	Run–D.M.C.	Rap	1986	68.0
Hold It Now, Hit It	Beastie Boys	Rap	1986	46.0
Let's Straighten It Out	Latimore	Rap	1983	39.0
Rock The Bells	LL Cool J	Rap	1985	51.0
King of Rock	Run–D.M.C.	Rap	1985	46.0
Members Only	"Bobby ""Blue"" Bland"	Rap	1985	38.0
It's Funky Enough - Remastered Single	The D.O.C.	Rap	1989	51.0
The Formula	The D.O.C.	Rap	1989	46.0
My Hooptie	Sir Mix-A-Lot	Rap	1989	39.0
The Rhythm	Kwame	Rap	1989	29.0
The Pusher	Steppenwolf	Rap	1968	54.0
Slip Away	Clarence Carter	Rap	1968	53.0
Can't You Hear Me Knocking - Remastered	The Rolling Stones	Rap	1971	3.0
Just Got Paid	ZZ Top	Rap	1972	52.0
Brown Eyed Girl	Van Morrison	Rap	1967	79.0
bad guy	Billie Eilish	Rock	2019	95.0
Unsainted	Slipknot	Rock	2019	77.0
Popular Monster	Falling In Reverse	Rock	2019	75.0
Ludens	Bring Me The Horizon	Rock	2019	73.0
Bubble Gum	Clairo	Rock	2019	72.0
Nero Forte	Slipknot	Rock	2019	72.0
Glory	The Score	Rock	2019	71.0
Under the Graveyard	Ozzy Osbourne	Rock	2019	71.0
original me (feat. dan reynolds of imagine dragons)	YUNGBLUD	Rock	2019	71.0
Resentment	A Day To Remember	Rock	2019	70.0
Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	Rock	2018	88.0
New Light	John Mayer	Rock	2018	80.0
Venom - Music From The Motion Picture	Eminem	Rock	2018	76.0
It's Not Living (If It's Not With You)	The 1975	Rock	2018	74.0
Wake Up in the Sky	Gucci Mane	Rock	2018	73.0
Can I Call You Tonight?	Dayglow	Rock	2018	72.0
La Mujer Perfecta	KURT	Rock	2018	72.0
Hunnybee	Unknown Mortal Orchestra	Rock	2018	69.0
Pressure	Muse	Rock	2018	69.0
Peach Pit	Peach Pit	Rock	2018	67.0
Loving Is Easy	Rex Orange County	Rock	2017	80.0
Sign of the Times	Harry Styles	Rock	2017	80.0
Sunflower	Rex Orange County	Rock	2017	79.0
Falling for U	Peachy!	Rock	2017	78.0
Lo Que Siento	Cuco	Rock	2017	76.0
Everytime	boy pablo	Rock	2017	70.0
Television / So Far So Good	Rex Orange County	Rock	2017	69.0
Carolina	Harry Styles	Rock	2017	68.0
Talk Too Much	COIN	Rock	2017	68.0
You Say I'm in Love	Banes World	Rock	2017	68.0
We Don't Talk Anymore	Charlie Puth	Rock	2016	79.0
Dark Necessities	Red Hot Chili Peppers	Rock	2016	74.0
Locos	León Larregui	Rock	2016	71.0
Scars	I Prevail	Rock	2016	67.0
Waste A Moment	Kings of Leon	Rock	2016	67.0
Silvertongue	Young the Giant	Rock	2016	66.0
Kids	Current Joys	Rock	2016	64.0
WALLS	Kings of Leon	Rock	2016	64.0
Hot Blood	KALEO	Rock	2016	63.0
Edge of Seventeen - 2016 Remaster	Stevie Nicks	Rock	2016	61.0
Dancin (feat. Luvli) - Krono Remix	Aaron Smith	Rock	2014	84.0
A Sky Full of Stars	Coldplay	Rock	2014	78.0
Chamber Of Reflection	Mac DeMarco	Rock	2014	73.0
Magic	Coldplay	Rock	2014	72.0
The Devil in I	Slipknot	Rock	2014	71.0
I Love You So	The Walters	Rock	2014	70.0
My Demons	STARSET	Rock	2014	70.0
Kathleen	Catfish and the Bottlemen	Rock	2014	66.0
Always in My Head	Coldplay	Rock	2014	65.0
Cold Cold Man	Saint Motel	Rock	2014	65.0
Feels Like We Only Go Backwards	Tame Impala	Rock	2012	75.0
We Are Young (feat. Janelle Monáe)	fun.	Rock	2012	75.0
Breezeblocks	alt-J	Rock	2012	73.0
Madness	Muse	Rock	2012	70.0
Absolute Zero	Stone Sour	Rock	2012	68.0
Courtesy Call	Thousand Foot Krutch	Rock	2012	68.0
She	Elvis Costello	Rock	2012	64.0
Como Tú (Magic Music Box)	León Larregui	Rock	2012	63.0
War of Change	Thousand Foot Krutch	Rock	2012	63.0
Souvenir	León Larregui	Rock	2012	62.0
The Less I Know The Better	Tame Impala	Rock	2015	85.0
Stressed Out	Twenty One Pilots	Rock	2015	83.0
Heavydirtysoul	Twenty One Pilots	Rock	2015	71.0
Molly (feat. Brendon Urie of Panic at the Disco)	Lil Dicky	Rock	2015	70.0
Psycho	Muse	Rock	2015	69.0
Yes I'm Changing	Tame Impala	Rock	2015	69.0
Throne	Bring Me The Horizon	Rock	2015	68.0
Cut the Cord	Shinedown	Rock	2015	67.0
I Am Machine	Three Days Grace	Rock	2015	67.0
State of My Head	Shinedown	Rock	2015	66.0
Do I Wanna Know?	Arctic Monkeys	Rock	2013	82.0
Why'd You Only Call Me When You're High?	Arctic Monkeys	Rock	2013	76.0
Cigarette Daydreams	Cage The Elephant	Rock	2013	72.0
My Number	Foals	Rock	2013	70.0
Arrullo De Estrellas	Zoé	Rock	2013	68.0
Shepherd of Fire	Avenged Sevenfold	Rock	2013	68.0
Wrong Side of Heaven	Five Finger Death Punch	Rock	2013	67.0
I Sat By The Ocean	Queens of the Stone Age	Rock	2013	66.0
Call It Fate, Call It Karma	The Strokes	Rock	2013	63.0
Hail to the King	Avenged Sevenfold	Rock	2013	62.0
Pumped Up Kicks	Foster The People	Rock	2011	83.0
Tongue Tied	Grouplove	Rock	2011	78.0
Somebody That I Used To Know	Gotye	Rock	2011	77.0
Lonely Boy	The Black Keys	Rock	2011	72.0
Still Loving You	Scorpions	Rock	2011	72.0
Cough Syrup	Young the Giant	Rock	2011	70.0
Gold on the Ceiling	The Black Keys	Rock	2011	69.0
The Look	Metronomy	Rock	2011	69.0
Under Cover of Darkness	The Strokes	Rock	2011	69.0
Walk	Foo Fighters	Rock	2011	68.0
What You Know	Two Door Cinema Club	Rock	2010	71.0
The Suburbs	Arcade Fire	Rock	2010	69.0
Animal	Neon Trees	Rock	2010	68.0
Down with the Sickness	Disturbed	Rock	2010	68.0
Cryin' Like A Bitch!!	Godsmack	Rock	2010	66.0
Pensando en Ti	Canserbero	Rock	2010	66.0
Love Will Tear Us Apart - 2010 Remaster	Joy Division	Rock	2010	64.0
A Warrior's Call	Volbeat	Rock	2010	63.0
Carry on Wayward Son	Kansas	Rock	2010	63.0
Love-Hate-Sex-Pain	Godsmack	Rock	2010	62.0
Viva La Vida	Coldplay	Rock	2008	78.0
TRUE - Single Edit	Spandau Ballet	Rock	2008	72.0
Love Will Tear Us Apart	Joy Division	Rock	2008	71.0
Ain't No Rest For The Wicked - Original Version	Cage The Elephant	Rock	2008	70.0
Burn It to the Ground	Nickelback	Rock	2008	70.0
Indestructible	Disturbed	Rock	2008	70.0
Savior	Rise Against	Rock	2008	70.0
A-Punk	Vampire Weekend	Rock	2008	69.0
Radar Love	Golden Earring	Rock	2008	64.0
Anemone	The Brian Jonestown Massacre	Rock	2008	62.0
Woods	Mac Miller	Rock	2020	72.0
Ordinary Man (feat. Elton John)	Ozzy Osbourne	Rock	2020	71.0
Full Circle	Five Finger Death Punch	Rock	2020	68.0
Break My Baby	KALEO	Rock	2020	63.0
Soak Me in Bleach	The Amity Affliction	Rock	2020	61.0
Empire	Hollywood Undead	Rock	2020	60.0
Infinite	Silverstein	Rock	2020	59.0
So Predictable	Set It Off	Rock	2020	57.0
Wasting Time	The Mowgli's	Rock	2020	57.0
Half Your Age	Joywave	Rock	2020	56.0
Electric Feel	MGMT	Rock	2007	77.0
Kids	MGMT	Rock	2007	76.0
The Pretender	Foo Fighters	Rock	2007	76.0
Thnks fr th Mmrs	Fall Out Boy	Rock	2007	76.0
Love Song	Sara Bareilles	Rock	2007	75.0
Bleed It Out	Linkin Park	Rock	2007	72.0
I Hate Everything About You	Three Days Grace	Rock	2007	72.0
Misery Business	Paramore	Rock	2007	71.0
Time to Pretend	MGMT	Rock	2007	71.0
Given Up	Linkin Park	Rock	2007	67.0
Iris	The Goo Goo Dolls	Rock	1998	77.0
Careless Whisper	George Michael	Rock	1998	75.0
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack"	Aerosmith	Rock	1998	75.0
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon"""	Aerosmith	Rock	1998	74.0
Freak On a Leash	Korn	Rock	1998	73.0
You Get What You Give	New Radicals	Rock	1998	73.0
Enjoy the Silence	Depeche Mode	Rock	1998	71.0
Always on My Mind	Pet Shop Boys	Rock	1998	70.0
Fly Away	Lenny Kravitz	Rock	1998	70.0
One Week	Barenaked Ladies	Rock	1998	69.0
Bulls On Parade	Rage Against The Machine	Rock	1996	73.0
Como te extraño mi amor	Café Tacvba	Rock	1996	70.0
Cum on Feel the Noize	Quiet Riot	Rock	1996	70.0
One Headlight	The Wallflowers	Rock	1996	70.0
Lovefool	The Cardigans	Rock	1996	69.0
3AM	Matchbox Twenty	Rock	1996	68.0
Crash into Me	Dave Matthews Band	Rock	1996	66.0
Wrong Way	Sublime	Rock	1996	64.0
Criminal	Fiona Apple	Rock	1996	61.0
Barely Breathing	Duncan Sheik	Rock	1996	58.0
Californication	Red Hot Chili Peppers	Rock	1999	81.0
All Star	Smash Mouth	Rock	1999	79.0
Scar Tissue	Red Hot Chili Peppers	Rock	1999	76.0
Drive	Incubus	Rock	1999	74.0
Total Eclipse of the Heart	Bonnie Tyler	Rock	1999	74.0
Learn to Fly	Foo Fighters	Rock	1999	73.0
Break Stuff	Limp Bizkit	Rock	1999	71.0
Last Kiss	Pearl Jam	Rock	1999	70.0
My Own Worst Enemy	Lit	Rock	1999	70.0
"Take My Breath Away - Love Theme from ""Top Gun"""	Berlin	Rock	1999	70.0
Monster	Skillet	Rock	2009	75.0
Uprising	Muse	Rock	2009	75.0
Hero	Skillet	Rock	2009	72.0
I Will Not Bow	Breaking Benjamin	Rock	2009	71.0
Stuck In The Middle With You	Stealers Wheel	Rock	2009	71.0
Dancing in the Moonlight	Toploader	Rock	2009	69.0
This Is War	Thirty Seconds To Mars	Rock	2009	67.0
Undisclosed Desires	Muse	Rock	2009	65.0
Break	Three Days Grace	Rock	2009	63.0
Resistance	Muse	Rock	2009	63.0
Linger	The Cranberries	Rock	1993	75.0
Heart-Shaped Box	Nirvana	Rock	1993	74.0
Are You Gonna Go My Way	Lenny Kravitz	Rock	1993	72.0
Dreams	The Cranberries	Rock	1993	72.0
Ordinary World	Duran Duran	Rock	1993	72.0
Shape Of My Heart	Sting	Rock	1993	72.0
Come Undone	Duran Duran	Rock	1993	66.0
All I Wanna Do	Sheryl Crow	Rock	1993	65.0
Laid	James	Rock	1993	64.0
Atlantic City	The Band	Rock	1993	61.0
Wonderwall - Remastered	Oasis	Rock	1995	79.0
Don't Look Back in Anger - Remastered	Oasis	Rock	1995	73.0
High And Dry	Radiohead	Rock	1995	72.0
Don't Speak	No Doubt	Rock	1995	70.0
Fake Plastic Trees	Radiohead	Rock	1995	70.0
Common People	Pulp	Rock	1995	68.0
"It Must Have Been Love - From the Film ""Pretty Woman"""	Roxette	Rock	1995	68.0
Santa Monica	Everclear	Rock	1995	68.0
Champagne Supernova - Remastered	Oasis	Rock	1995	66.0
I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995	Meat Loaf	Rock	1995	66.0
Under the Bridge	Red Hot Chili Peppers	Rock	1991	81.0
Smells Like Teen Spirit	Nirvana	Rock	1991	78.66666666666667
One	U2	Rock	1991	77.0
Black	Pearl Jam	Rock	1991	75.0
Even Flow	Pearl Jam	Rock	1991	75.0
(Everything I Do) I Do It For You	Bryan Adams	Rock	1991	74.0
Give It Away	Red Hot Chili Peppers	Rock	1991	73.0
Learning To Fly	Tom Petty and the Heartbreakers	Rock	1991	71.0
Mama, I'm Coming Home	Ozzy Osbourne	Rock	1991	69.0
Yellow Ledbetter	Pearl Jam	Rock	1991	69.0
In the End	Linkin Park	Rock	2000	83.0
Yellow	Coldplay	Rock	2000	81.0
Kryptonite	3 Doors Down	Rock	2000	77.0
Down with the Sickness	Disturbed	Rock	2000	74.0
I Want To Hold Your Hand - Remastered 2015	The Beatles	Rock	2000	74.0
One Step Closer	Linkin Park	Rock	2000	74.0
